"Address","Type","Datetime","Latitude","Longitude","Report Location","Incident Number"
"3043 Ne 140th St","Medic Response","2022 Nov 14 11:38:00 AM","47.730146","-122.295916","POINT (-122.295916 47.730146)","F220138792"
"600 Broadway","Medic Response","2022 Nov 14 10:20:00 AM","47.607218","-122.320752","POINT (-122.320752 47.607218)","F220138773"
"8025 10th Ave S","Medic Response","2022 Nov 14 10:18:00 AM","47.530445","-122.320191","POINT (-122.320191 47.530445)","F220138772"
"1600 S Lane St","Medic Response","2022 Nov 14 09:53:00 AM","47.59665","-122.311586","POINT (-122.311586 47.59665)","F220138763"
"1915 1st Ave W","Medic Response","2022 Nov 14 09:49:00 AM","47.635807","-122.358298","POINT (-122.358298 47.635807)","F220138761"
"150 24th Ave","Medic Response","2022 Nov 14 09:37:00 AM","47.602667","-122.30109","POINT (-122.30109 47.602667)","F220138758"
"6707 16th Ave Sw","Medic Response","2022 Nov 14 07:52:00 AM","47.542794","-122.354922","POINT (-122.354922 47.542794)","F220138719"
"3602 Ne 73rd St","Medic Response","2022 Nov 14 07:46:00 AM","47.681279","-122.289103","POINT (-122.289103 47.681279)","F220138716"
"3807 37TH AVE S","Medic Response","2022 Nov 14 07:16:00 AM","47.5697","-122.286099","POINT (-122.286099 47.5697)","F220138700"
"4831 35th Ave Sw","Medic Response","2022 Nov 14 05:27:00 AM","47.558988","-122.376234","POINT (-122.376234 47.558988)","F220138670"
"2100 3rd Ave","Medic Response","2022 Nov 14 05:25:00 AM","47.613167","-122.342193","POINT (-122.342193 47.613167)","F220138669"
"4815 S Graham St","Medic Response","2022 Nov 14 03:11:00 AM","47.546053","-122.272504","POINT (-122.272504 47.546053)","F220138644"
"5144 Ballard Ave Nw","Medic Response","2022 Nov 14 01:34:00 AM","47.665191","-122.381763","POINT (-122.381763 47.665191)","F220138633"
"10545 Phinney Ave N","Medic Response","2022 Nov 14 01:32:00 AM","47.705483","-122.354116","POINT (-122.354116 47.705483)","F220138630"
"5612 21st Ave Sw","Medic Response","2022 Nov 13 11:57:00 PM","47.552207","-122.359969","POINT (-122.359969 47.552207)","F220138612"
"224 S Washington St","Medic Response","2022 Nov 13 11:32:00 PM","47.600878","-122.331064","POINT (-122.331064 47.600878)","F220138601"
"2401 Ne Blakeley St","Medic Response","2022 Nov 13 10:43:00 PM","47.665845","-122.301932","POINT (-122.301932 47.665845)","F220138594"
"6416 14TH AVE NW","Medic Response","2022 Nov 13 09:55:00 PM","47.675378","-122.373572","POINT (-122.373572 47.675378)","F220138575"
"11 W ALOHA ST","Medic Response","2022 Nov 13 08:25:00 PM","47.627192","-122.356823","POINT (-122.356823 47.627192)","F220138547"
"5270 Rainier Ave S","Medic Response","2022 Nov 13 07:35:00 PM","47.554937","-122.282393","POINT (-122.282393 47.554937)","F220138533"
"12252 North Park Ave N","Medic Response","2022 Nov 13 07:30:00 PM","47.718081","-122.349458","POINT (-122.349458 47.718081)","F220138530"
"11555 17TH AVE NE","Medic Response","2022 Nov 13 05:12:00 PM","47.712622","-122.309767","POINT (-122.309767 47.712622)","F220138469"
"1916 10th Ave E","Medic Response","2022 Nov 13 04:48:00 PM","47.636118","-122.320088","POINT (-122.320088 47.636118)","F220138457"
"555 16th Ave","Medic Response","2022 Nov 13 04:24:00 PM","47.606687","-122.31155","POINT (-122.31155 47.606687)","F220138451"
"4127 Burke Ave N","Medic Response","2022 Nov 13 03:41:00 PM","47.657121","-122.335042","POINT (-122.335042 47.657121)","F220138443"
"3551 S Hudson St","Medic Response","2022 Nov 13 02:21:00 PM","47.557051","-122.288126","POINT (-122.288126 47.557051)","F220138417"
"5279 Rainier Ave S","Medic Response","2022 Nov 13 12:47:00 PM","47.554577","-122.281987","POINT (-122.281987 47.554577)","F220138388"
"1200 University St","Medic Response","2022 Nov 13 09:52:00 AM","47.611943","-122.325987","POINT (-122.325987 47.611943)","F220138346"
"601 Pine St","Medic Response","2022 Nov 13 08:11:00 AM","47.612141","-122.335362","POINT (-122.335362 47.612141)","F220138326"
"3610 33rd Ave S","Medic Response","2022 Nov 13 08:05:00 AM","47.571499","-122.290999","POINT (-122.290999 47.571499)","F220138323"
"13725 32nd Ave Ne","Medic Response","2022 Nov 13 05:32:00 AM","47.728366","-122.293639","POINT (-122.293639 47.728366)","F220138293"
"2870 S HANFORD ST","Medic Response","2022 Nov 13 05:31:00 AM","47.574853","-122.295888","POINT (-122.295888 47.574853)","F220138292"
"1201 Alaskan Way","Medic Response","2022 Nov 13 04:59:00 AM","47.605178","-122.339773","POINT (-122.339773 47.605178)","F220138287"
"5325 S Kenyon St","Medic Response","2022 Nov 13 04:53:00 AM","47.53159","-122.265938","POINT (-122.265938 47.53159)","F220138286"
"4114 Sw Hinds St","Medic Response","2022 Nov 13 02:43:00 AM","47.573168","-122.384764","POINT (-122.384764 47.573168)","F220138265"
"1020 S Myrtle St","Medic Response","2022 Nov 13 01:49:00 AM","47.539433","-122.320138","POINT (-122.320138 47.539433)","F220138248"
"325 9th Ave","Medic Response","2022 Nov 13 01:33:00 AM","47.603588","-122.322949","POINT (-122.322949 47.603588)","F220138237"
"1200 Ne 143rd St","Medic Response","2022 Nov 13 01:06:00 AM","47.732151","-122.315418","POINT (-122.315418 47.732151)","F220138224"
"808 Fir St","Medic Response","2022 Nov 13 12:17:00 AM","47.602699","-122.322029","POINT (-122.322029 47.602699)","F220138209"
"5745 S Norfolk St","Medic Response","2022 Nov 13 12:11:00 AM","47.513312","-122.26144","POINT (-122.26144 47.513312)","F220138207"
"424 Minor Ave N","Medic Response","2022 Nov 12 11:41:00 PM","47.622242","-122.332995","POINT (-122.332995 47.622242)","F220138203"
"7017 35th Ave Ne","Medic Response","2022 Nov 12 11:09:00 PM","47.679514","-122.290379","POINT (-122.290379 47.679514)","F220138186"
"107 Cherry St","Medic Response","2022 Nov 12 11:08:00 PM","47.602588","-122.334202","POINT (-122.334202 47.602588)","F220138183"
"8724 Mary Ave Nw","Medic Response","2022 Nov 12 09:59:00 PM","47.692573","-122.375453","POINT (-122.375453 47.692573)","F220138155"
"7501 24th Ave Sw","Medic Response","2022 Nov 12 09:35:00 PM","47.535509","-122.363164","POINT (-122.363164 47.535509)","F220138148"
"400 Pike St","Medic Response","2022 Nov 12 09:25:00 PM","47.610214","-122.336683","POINT (-122.336683 47.610214)","F220138142"
"2815 Nw 96th St","Medic Response","2022 Nov 12 09:20:00 PM","47.699153","-122.393203","POINT (-122.393203 47.699153)","F220138141"
"716 27th Ave","Medic Response","2022 Nov 12 09:10:00 PM","47.608154","-122.29756","POINT (-122.29756 47.608154)","F220138137"
"3606 W Commodore Way","Medic Response","2022 Nov 12 08:10:00 PM","47.66597","-122.405343","POINT (-122.405343 47.66597)","F220138100"
"500 Pine St","Medic Response","2022 Nov 12 07:49:00 PM","47.611672","-122.336484","POINT (-122.336484 47.611672)","F220138089"
"11841 56th Pl S","Medic Response","2022 Nov 12 07:24:00 PM","47.496897","-122.268522","POINT (-122.268522 47.496897)","F220138075"
"300 Pike St","Medic Response","2022 Nov 12 07:07:00 PM","47.60975","-122.337793","POINT (-122.337793 47.60975)","F220138069"
"9408 7th Ave Sw","Medic Response","2022 Nov 12 06:10:00 PM","47.519052","-122.34416","POINT (-122.34416 47.519052)","F220138049"
"4TH AVE N / FLORENTIA ST","Medic Response","2022 Nov 12 05:56:00 PM","47.64688","-122.349754","POINT (-122.349754 47.64688)","F220138047"
"500 5th Ave","Medic Response","2022 Nov 12 05:55:00 PM","47.602985","-122.328535","POINT (-122.328535 47.602985)","F220138046"
"660 Ne Northlake Way","Medic Response","2022 Nov 12 05:11:00 PM","47.654513","-122.321714","POINT (-122.321714 47.654513)","F220138033"
"3700 E Superior St","Medic Response","2022 Nov 12 04:46:00 PM","47.602769","-122.286545","POINT (-122.286545 47.602769)","F220138022"
"167 11th Ave","Medic Response","2022 Nov 12 04:43:00 PM","47.603246","-122.318102","POINT (-122.318102 47.603246)","F220138021"
"2521 W Dravus St","Medic Response","2022 Nov 12 04:40:00 PM","47.64849","-122.389086","POINT (-122.389086 47.64849)","F220138020"
"548 15th Ave","Medic Response","2022 Nov 12 04:02:00 PM","47.606628","-122.312857","POINT (-122.312857 47.606628)","F220138010"
"915 Queen Anne Ave N","Medic Response","2022 Nov 12 03:46:00 PM","47.62763","-122.356686","POINT (-122.356686 47.62763)","F220138008"
"820 Nw 95th St","Medic Response","2022 Nov 12 02:53:00 PM","47.697867","-122.367016","POINT (-122.367016 47.697867)","F220137985"
"7105 42nd Ave Sw","Medic Response","2022 Nov 12 02:48:00 PM","47.540013","-122.385584","POINT (-122.385584 47.540013)","F220137982"
"1814 Harvard Ave","Medic Response","2022 Nov 12 02:44:00 PM","47.617718","-122.322171","POINT (-122.322171 47.617718)","F220137981"
"401 Broadway E","Medic Response","2022 Nov 12 12:43:00 PM","47.621988","-122.320906","POINT (-122.320906 47.621988)","F220137942"
"402 35th Ave S","Medic Response","2022 Nov 12 11:52:00 AM","47.599082","-122.287713","POINT (-122.287713 47.599082)","F220137922"
"1514 33rd Ave S","Medic Response","2022 Nov 12 11:26:00 AM","47.588768","-122.290499","POINT (-122.290499 47.588768)","F220137912"
"111 Cedar St","Medic Response","2022 Nov 12 11:20:00 AM","47.615877","-122.35052","POINT (-122.35052 47.615877)","F220137908"
"710 Cherry St","Medic Response","2022 Nov 12 10:31:00 AM","47.605387","-122.327511","POINT (-122.327511 47.605387)","F220137888"
"3rd Ave / Pike St","Medic Response","2022 Nov 12 08:30:00 AM","47.60975","-122.337793","POINT (-122.337793 47.60975)","F220137854"
"10515 13th Ave Nw","Medic Response","2022 Nov 12 07:47:00 AM","47.705468","-122.372749","POINT (-122.372749 47.705468)","F220137841"
"420 4th Ave","Medic Response","2022 Nov 12 07:30:00 AM","47.601986","-122.32914","POINT (-122.32914 47.601986)","F220137838"
"3904 M L King Jr Way S","Medic Response","2022 Nov 12 07:11:00 AM","47.568956","-122.296777","POINT (-122.296777 47.568956)","F220137834"
"8430 Delridge Way Sw","Medic Response","2022 Nov 12 06:48:00 AM","47.528012","-122.360462","POINT (-122.360462 47.528012)","F220137828"
"2414 Alki Ave Sw","Medic Response","2022 Nov 12 06:27:00 AM","47.582198","-122.403113","POINT (-122.403113 47.582198)","F220137825"
"1112 4th Ave","Medic Response","2022 Nov 12 05:22:00 AM","47.606881","-122.333635","POINT (-122.333635 47.606881)","F220137809"
"2832 Nw 70th St","Medic Response","2022 Nov 12 04:34:00 AM","47.67946","-122.393401","POINT (-122.393401 47.67946)","F220137802"
"7519 46th Ave S","Medic Response","2022 Nov 12 03:02:00 AM","47.535125","-122.275329","POINT (-122.275329 47.535125)","F220137786"
"533 3rd Ave W","Medic Response","2022 Nov 12 12:37:00 AM","47.623717","-122.360635","POINT (-122.360635 47.623717)","F220137748"
"7323 Sand Point Way Ne","Medic Response","2022 Nov 12 12:16:00 AM","47.681591","-122.263664","POINT (-122.263664 47.681591)","F220137742"
"16th Ave Sw / Sw Cambridge St","Medic Response","2022 Nov 11 11:14:00 PM","47.519196","-122.355145","POINT (-122.355145 47.519196)","F220137724"
"8103 Greenwood Ave N","Medic Response","2022 Nov 11 10:57:00 PM","47.687681","-122.3553","POINT (-122.3553 47.687681)","F220137718"
"2602 4th Ave","Medic Response","2022 Nov 11 09:36:00 PM","47.617249","-122.347115","POINT (-122.347115 47.617249)","F220137699"
"Ne 42nd St / 15th Ave Ne","Medic Response","2022 Nov 11 09:10:00 PM","47.658301","-122.312071","POINT (-122.312071 47.658301)","F220137693"
"300 E Pike St","Medic Response","2022 Nov 11 08:30:00 PM","47.61393","-122.327805","POINT (-122.327805 47.61393)","F220137681"
"1112 Ne Pacific St","Medic Response","2022 Nov 11 05:35:00 PM","47.653654","-122.31723","POINT (-122.31723 47.653654)","F220137619"
"825 Eastlake Ave E","Medic Response","2022 Nov 11 05:16:00 PM","47.626215","-122.329199","POINT (-122.329199 47.626215)","F220137613"
"533 3rd Ave W","Medic Response","2022 Nov 11 05:11:00 PM","47.623717","-122.360635","POINT (-122.360635 47.623717)","F220137611"
"7001 35th Ave Ne","Medic Response","2022 Nov 11 05:08:00 PM","47.679416","-122.290376","POINT (-122.290376 47.679416)","F220137609"
"2415 Queen Anne Ave N","Medic Response","2022 Nov 11 03:47:00 PM","47.639859","-122.35691","POINT (-122.35691 47.639859)","F220137592"
"3rd Ave / Pike St","Medic Response","2022 Nov 11 03:43:00 PM","47.60975","-122.337793","POINT (-122.337793 47.60975)","F220137590"
"5637 Fauntleroy Way Sw","Medic Response","2022 Nov 11 02:37:00 PM","47.551838","-122.381654","POINT (-122.381654 47.551838)","F220137565"
"9758 59th Ave S","Medic Response","2022 Nov 11 02:12:00 PM","47.514022","-122.259382","POINT (-122.259382 47.514022)","F220137554"
"3802 S Othello St","Medic Response","2022 Nov 11 01:19:00 PM","47.537035","-122.28468","POINT (-122.28468 47.537035)","F220137531"
"9240 2nd Ave Sw","Medic Response","2022 Nov 11 12:23:00 PM","47.520451","-122.336003","POINT (-122.336003 47.520451)","F220137511"
"Rainier Ave S / S Bayview St","Medic Response","2022 Nov 11 11:07:00 AM","47.580994","-122.300167","POINT (-122.300167 47.580994)","F220137485"
"6125 47th Ave S","Medic Response","2022 Nov 11 10:59:00 AM","47.547304","-122.273713","POINT (-122.273713 47.547304)","F220137483"
"2nd Ave Sw / Sw Michigan St","Medic Response","2022 Nov 11 10:57:00 AM","47.540723","-122.337103","POINT (-122.337103 47.540723)","F220137482"
"2008 Westlake Ave","Medic Response","2022 Nov 11 10:42:00 AM","47.615007","-122.337781","POINT (-122.337781 47.615007)","F220137479"
"3501 Rainier Ave S","Medic Response","2022 Nov 11 10:13:00 AM","47.571853","-122.293193","POINT (-122.293193 47.571853)","F220137465"
"10001 Lake Shore Blvd Ne","Medic Response","2022 Nov 11 09:50:00 AM","47.701117","-122.273828","POINT (-122.273828 47.701117)","F220137457"
"528 Ne 120th St","Medic Response","2022 Nov 11 09:46:00 AM","47.715857","-122.323229","POINT (-122.323229 47.715857)","F220137453"
"1823 E Madison St","Medic Response","2022 Nov 11 07:41:00 AM","47.616275","-122.308506","POINT (-122.308506 47.616275)","F220137412"
"4118 38th Ave S","Medic Response","2022 Nov 11 03:21:00 AM","47.566054","-122.284995","POINT (-122.284995 47.566054)","F220137375"
"1245 10th Ave E","Medic Response","2022 Nov 11 03:05:00 AM","47.630754","-122.320209","POINT (-122.320209 47.630754)","F220137368"
"4717 S Juneau St","Medic Response","2022 Nov 11 12:50:00 AM","47.549709","-122.273881","POINT (-122.273881 47.549709)","F220137350"
"425 S Jackson St","Medic Response","2022 Nov 11 12:23:00 AM","47.599196","-122.328636","POINT (-122.328636 47.599196)","F220137340"
"11 W Aloha St","Medic Response","2022 Nov 11 12:22:00 AM","47.627192","-122.356823","POINT (-122.356823 47.627192)","F220137338"
"611 N 143rd St","Medic Response","2022 Nov 11 12:07:00 AM","47.732314","-122.35161","POINT (-122.35161 47.732314)","F220137337"
"3907 48th Ave Ne","Medic Response","2022 Nov 10 10:50:00 PM","47.656787","-122.276688","POINT (-122.276688 47.656787)","F220137322"
"116 Westlake Ave N","Medic Response","2022 Nov 10 10:12:00 PM","47.618713","-122.338483","POINT (-122.338483 47.618713)","F220137306"
"4706 9th Ave Ne","Medic Response","2022 Nov 10 10:10:00 PM","47.66317","-122.318397","POINT (-122.318397 47.66317)","F220137304"
"620 18th Ave E","Medic Response","2022 Nov 10 09:34:00 PM","47.624584","-122.308673","POINT (-122.308673 47.624584)","F220137291"
"1700 17th Ave","Medic Response","2022 Nov 10 08:56:00 PM","47.616443","-122.310151","POINT (-122.310151 47.616443)","F220137280"
"1100 Minor Ave","Medic Response","2022 Nov 10 08:46:00 PM","47.610516","-122.324681","POINT (-122.324681 47.610516)","F220137277"
"171 12TH AVE","Medic Response","2022 Nov 10 08:13:00 PM","47.603031","-122.316782","POINT (-122.316782 47.603031)","F220137268"
"4515 16th Ave Ne","Medic Response","2022 Nov 10 07:50:00 PM","47.661389","-122.310855","POINT (-122.310855 47.661389)","F220137260"
"4540 Sand Point Way Ne","Medic Response","2022 Nov 10 06:05:00 PM","47.661592","-122.286606","POINT (-122.286606 47.661592)","F220137216"
"3501 S Ferdinand St","Medic Response","2022 Nov 10 04:52:00 PM","47.557858","-122.288801","POINT (-122.288801 47.557858)","F220137183"
"4126 12th Ave Ne","Medic Response","2022 Nov 10 04:51:00 PM","47.65724","-122.315549","POINT (-122.315549 47.65724)","F220137181"
"Marion St / 2nd Ave","Medic Response","2022 Nov 10 03:47:00 PM","47.604446","-122.334477","POINT (-122.334477 47.604446)","F220137161"
"506 10th Ave E","Medic Response","2022 Nov 10 03:05:00 PM","47.623183","-122.319906","POINT (-122.319906 47.623183)","F220137138"
"401 Broadway","Medic Response","2022 Nov 10 01:55:00 PM","47.605225","-122.32075","POINT (-122.32075 47.605225)","F220137110"
"811 Maynard Ave S","Medic Response","2022 Nov 10 01:23:00 PM","47.595741","-122.325068","POINT (-122.325068 47.595741)","F220137101"
"4515 M L King Jr Way S","Medic Response","2022 Nov 10 11:39:00 AM","47.562669","-122.294661","POINT (-122.294661 47.562669)","F220137064"
"3rd Ave / Virginia St","Medic Response","2022 Nov 10 11:34:00 AM","47.612398","-122.340892","POINT (-122.340892 47.612398)","F220137061"
"500 5th Ave","Medic Response","2022 Nov 10 11:24:00 AM","47.602985","-122.328535","POINT (-122.328535 47.602985)","F220137054"
"2821 S Walden St","Medic Response","2022 Nov 10 10:41:00 AM","47.572163","-122.296173","POINT (-122.296173 47.572163)","F220137042"
"2nd Ave S / S Brandon St","Medic Response","2022 Nov 10 10:12:00 AM","47.554156","-122.33238","POINT (-122.33238 47.554156)","F220137031"
"7101 M L King Jr Way S","Medic Response","2022 Nov 10 09:58:00 AM","47.538884","-122.282179","POINT (-122.282179 47.538884)","F220137023"
"2551 37th Ave W","Medic Response","2022 Nov 10 09:51:00 AM","47.642423","-122.404863","POINT (-122.404863 47.642423)","F220137021"
"13701 20th Ave Ne","Medic Response","2022 Nov 10 09:12:00 AM","47.728426","-122.307294","POINT (-122.307294 47.728426)","F220137012"
"13300 STONE AVE N","Medic Response","2022 Nov 10 09:04:00 AM","47.725515","-122.3423","POINT (-122.3423 47.725515)","F220137008"
"2308 Nw 86th St","Medic Response","2022 Nov 10 08:28:00 AM","47.691078","-122.385533","POINT (-122.385533 47.691078)","F220136994"
"111 Cedar St","Medic Response","2022 Nov 10 08:15:00 AM","47.615877","-122.35052","POINT (-122.35052 47.615877)","F220136990"
"7055 13th Ave Sw","Medic Response","2022 Nov 10 07:05:00 AM","47.539503","-122.351526","POINT (-122.351526 47.539503)","F220136973"
"2333 22nd Ave S","Medic Response","2022 Nov 10 06:27:00 AM","47.582631","-122.304266","POINT (-122.304266 47.582631)","F220136965"
